,Temperature,Humidity Sensor,CO,HCHO,EtOH,UUT1_I_S1,UUT1_I_S2,UUT1_I_S3,UUT1_I_S4,UUT2_I_S1,UUT2_I_S2,UUT2_I_S3,UUT2_I_S4,UUT3_I_S1,UUT3_I_S2,UUT3_I_S3,UUT3_I_S4,Gaz warning
9680,25.03000000000003,40.142517,0.0,0.0,1.858,0.000110041484375,0.000206765859375,0.00012581315104166665,5.3191484375e-05,9.140968750000001e-05,0.00016833192708333333,0.000117390234375,4.637799479166667e-05,0.00010743348958333333,0.00019960695312500003,0.000142403671875,5.7184114583333334e-05,0.0
9681,25.03000000000003,40.142517,0.0,0.0,1.858,0.000109575546875,0.00020601799479166667,0.00012645065104166666,5.3307265625e-05,9.138575520833334e-05,0.000168472421875,0.00011828536458333333,4.668083333333334e-05,0.00010776052083333333,0.00020029716145833335,0.00014350338541666667,5.760359375e-05,0.0
9682,25.03000000000003,40.142517,0.0,0.0,1.858,0.00010520934895833334,0.000198525,0.00012146421875,5.091744791666666e-05,8.756817708333333e-05,0.0001623808854166667,0.00011344346354166668,4.458059895833333e-05,0.000103619453125,0.00019367065104166668,0.00013816419270833337,5.5212760416666665e-05,0.0
9683,25.03000000000003,40.142517,0.0,0.0,1.858,0.00010132263020833333,0.00019187692708333334,0.00011657760416666667,4.8743229166666665e-05,8.407218750000001e-05,0.00015654268229166665,0.00010874242187499999,4.26315625e-05,9.971463541666667e-05,0.00018739994791666667,0.00013288640625,5.289908854166667e-05,0.0
9684,25.03000000000003,40.142517,0.0,0.0,1.858,9.812041666666667e-05,0.0001863654166666667,0.00011239692708333333,4.6905182291666665e-05,8.112682291666668e-05,0.00015163856770833333,0.00010460833333333333,4.094057291666667e-05,9.6302109375e-05,0.00018181619791666668,0.00012825875,5.0906015624999995e-05,0.0
9685,25.03000000000003,40.142517,0.0,0.0,1.858,9.5430390625e-05,0.00018165807291666667,0.00010872205729166666,4.529356770833333e-05,7.855518229166666e-05,0.00014724755208333332,0.00010094346354166667,3.946065104166667e-05,9.334317708333334e-05,0.000176823203125,0.00012408697916666667,4.9192526041666674e-05,0.0
9686,25.03000000000003,40.142517,0.0,0.0,1.858,9.313265625000001e-05,0.0001775581510416667,0.00010539736979166667,4.3921640625000003e-05,7.634427083333334e-05,0.00014334229166666667,9.7713515625e-05,3.817872395833334e-05,9.070815104166665e-05,0.00017224796874999997,0.00012029328125,4.757513020833334e-05,0.0
9687,25.03000000000003,40.142517,0.0,0.0,1.858,9.11159375e-05,0.00017394270833333335,0.00010235044270833332,4.2694192708333335e-05,7.437013020833333e-05,0.00013982692708333335,9.469263020833333e-05,3.7002734375e-05,8.831289062500001e-05,0.00016806497395833333,0.00011682393229166667,4.615770833333333e-05,0.0
9688,25.03000000000003,40.142517,0.0,0.0,1.858,8.9315390625e-05,0.00017070973958333333,9.954291666666666e-05,4.157763020833333e-05,7.259434895833333e-05,0.00013651713541666666,9.189583333333333e-05,3.591096354166667e-05,8.608419270833334e-05,0.000164146171875,0.00011363703125000001,4.482765625e-05,0.0
9689,25.03000000000003,40.142517,0.0,0.0,1.858,8.767083333333333e-05,0.00016777018229166668,9.694122395833333e-05,4.0535963541666665e-05,7.101950520833333e-05,0.00013347421875,8.92975e-05,3.4929583333333335e-05,8.404617187499999e-05,0.00016056236979166666,0.00011060666666666666,4.356348958333333e-05,0.0
